video_date,poi_id,poi_name,poi_cate,journey_n,stop_n,avg_stop_sentiment,inbound_n,outbound_n
2023-02-27,618.0,Peking Garden,dining,1,1,0.8670131862163544,1,1
2023-02-27,629.0,Po Lin Monastery,religion,1,1,0.9279831647872925,1,1
2023-02-27,675.0,SOGO,shopping,1,1,0.7584710717201233,0,1
2023-02-27,868.0,The One Bakery,dining,1,1,0.4762642383575439,1,1
2023-02-27,873.0,The Peak Tram,entertainment,1,1,0.8712976574897766,1,1
2023-02-27,925.0,Tung Chung,area,1,1,0.1063197702169418,1,1
2023-02-27,946.0,Victoria Peak,city,1,1,0.8102225661277771,1,0
2023-02-27,989.0,Wo Foo Commercial Building,city,1,1,0.7471106648445129,1,0
2023-02-27,1014.0,Yau Ma Tei Jade Hawker Bazaar,shopping,1,1,0.8196550607681274,1,1
2023-02-28,296.0,Hong Kong Disneyland,entertainment,2,2,0.901338517665863,0,1
2023-02-28,300.0,Hong Kong International Airport,transit,1,2,0.19726642892893514,2,1
2023-02-28,324.0,Hong Kong-Zhuhai-Macao Bridge,city,1,1,0.7399559020996094,1,1
2023-02-28,377.0,Kam's Roast Goose,dining,1,1,0.39578232169151306,0,1
2023-02-28,505.0,Man Kee Cart Noodle,dining,1,1,0.7560664415359497,0,0
2023-02-28,833.0,Temple St,city,1,1,0.4278813600540161,1,0
2023-02-28,944.0,Victoria Harbour,city,1,1,0.7835781574249268,1,1
2023-03-01,150.0,Clock Tower,cultural,1,1,0.7551641464233398,1,0
2023-03-01,290.0,Hollywood Plaza,shopping,1,1,0.9496557116508484,1,0
2023-03-01,300.0,Hong Kong International Airport,transit,2,2,0.7721016705036163,0,1
2023-03-01,540.0,Mong Kok,area,1,1,0.0143537260591983,0,1
2023-03-02,150.0,Clock Tower,cultural,1,1,0.8609627485275269,0,0
2023-03-03,101.0,Central,area,1,1,0.9126608967781067,1,0
2023-03-03,364.0,K11 MUSEA,shopping,1,1,0.8406098484992981,0,0
2023-03-03,642.0,Quarry Bay,area,1,1,0.8070562779903412,1,1
2023-03-03,731.0,Sister Wah Beef Brisket,dining,1,1,0.9468675255775452,1,0
2023-03-03,906.0,Tsim Chai Kee Noodles,dining,1,1,0.5601313710212708,0,1
2023-03-03,907.0,Tsim Sha Tsui,area,1,1,0.13391035795211792,1,1
2023-03-03,946.0,Victoria Peak,city,1,1,0.9136923253536224,0,1
2023-03-04,296.0,Hong Kong Disneyland,entertainment,1,1,0.8985967189073563,0,0
2023-03-04,307.0,Hong Kong Observation Wheel,entertainment,1,1,0.5087128281593323,0,0
2023-03-04,451.0,Lantau Island,natural,1,2,0.7531942675511043,1,1
2023-03-04,946.0,Victoria Peak,city,1,1,0.4342077076435089,1,1
2023-03-05,128.0,Chi Lin Nunnery,religion,1,1,0.24027928709983826,0,1
2023-03-05,173.0,Diamond Hill,outdoor,1,1,0.0326602682471275,1,0
2023-03-05,270.0,Happy Valley Racecourse,entertainment,1,1,0.9286105632781982,1,1
2023-03-05,296.0,Hong Kong Disneyland,entertainment,1,1,0.9514066874980927,0,1
2023-03-05,310.0,Hong Kong Park,city,1,1,0.7738475203514099,1,1
2023-03-05,436.0,Ladies' Market,shopping,1,1,0.0120506677776575,1,1
2023-03-05,565.0,Nan Lian Garden,cultural,1,1,0.8293419480323792,1,1
2023-03-05,629.0,Po Lin Monastery,religion,1,1,0.8444305658340454,1,1
2023-03-05,968.0,Wan Chai Station,transit,1,1,0.0782854408025741,1,0
2023-03-06,296.0,Hong Kong Disneyland,entertainment,1,1,0.9449315249919892,0,0
2023-03-06,310.0,Hong Kong Park,city,1,1,0.6544336043298244,0,0
2023-03-06,874.0,The Peninsula,hotel,1,1,0.9754030704498291,0,0
2023-03-06,913.0,Tsing Ma Bridge,city,1,1,0.9502901037534078,0,0
2023-03-07,295.0,Hong Kong Cultural Centre,cultural,1,1,0.15490135550498962,1,1
