video_date,origin_poi_id,origin_poi_name,origin_poi_cate,dest_poi_id,dest_poi_name,dest_poi_cate,flow_n,avg_edge_sentiment
2025-04-11,451,Lantau Island,natural,598,Ocean Park,entertainment,1,0.8077632784843445
2025-04-11,451,Lantau Island,natural,629,Po Lin Monastery,religion,1,0.7464918196201324
2025-04-11,451,Lantau Island,natural,803,Tai Mo Shan,outdoor,1,0.8271253208319347
2025-04-11,565,Nan Lian Garden,cultural,629,Po Lin Monastery,religion,1,0.8104372173547745
2025-04-11,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,6,0.7295572627335787
2025-04-11,629,Po Lin Monastery,religion,565,Nan Lian Garden,cultural,1,0.8145777583122253
2025-04-11,629,Po Lin Monastery,religion,885,Tian Tan Buddha,religion,1,0.7042599817117055
2025-04-11,646,Queen's Road,city,944,Victoria Harbour,city,1,0.896435022354126
2025-04-11,663,Repulse Bay,natural,696,Sha Tin Che Kung Temple,religion,1,0.48810150039692723
2025-04-11,663,Repulse Bay,natural,964,Wan Chai,area,1,0.8456926941871643
2025-04-11,664,Repulse Bay Beach,natural,663,Repulse Bay,natural,1,0.8314787745475769
2025-04-11,675,SOGO,shopping,96,Causeway Bay,area,1,0.7137956619262695
2025-04-11,696,Sha Tin Che Kung Temple,religion,815,Tai Po,area,1,0.694771409034729
2025-04-11,708,Shau Kei Wan,area,820,Tai Tam Reservoir,natural,1,0.8504168391227722
2025-04-11,803,Tai Mo Shan,outdoor,815,Tai Po,area,1,0.8290281891822815
2025-04-11,804,Tai O,area,805,Tai O Bakery,dining,1,0.8716703653335571
2025-04-11,805,Tai O Bakery,dining,804,Tai O,area,1,0.8865655660629272
2025-04-11,815,Tai Po,area,629,Po Lin Monastery,religion,1,0.9031846225261688
2025-04-11,815,Tai Po,area,663,Repulse Bay,natural,1,0.7695523202419281
2025-04-11,820,Tai Tam Reservoir,natural,714,Shek O Peak,outdoor,1,0.8547168076038361
2025-04-11,821,Tai Wai,area,404,Kowloon,area,1,0.9543437957763672
2025-04-11,826,Tai Wong Yeh Temple,religion,815,Tai Po,area,1,0.7366334497928619
2025-04-11,873,The Peak Tram,entertainment,946,Victoria Peak,city,1,0.5304025495424867
2025-04-11,874,The Peninsula,hotel,877,The Ritz-Carlton,hotel,2,0.8221863992512226
2025-04-11,874,The Peninsula,hotel,907,Tsim Sha Tsui,area,1,0.9030857980251312
2025-04-11,877,The Ritz-Carlton,hotel,874,The Peninsula,hotel,1,0.7732722014188766
2025-04-11,885,Tian Tan Buddha,religion,663,Repulse Bay,natural,1,0.5234840692331394
2025-04-11,886,Times Square,shopping,295,Hong Kong Cultural Centre,cultural,1,0.9220168888568878
2025-04-11,907,Tsim Sha Tsui,area,296,Hong Kong Disneyland,entertainment,1,0.6812723278999329
2025-04-11,907,Tsim Sha Tsui,area,358,Jordan,area,1,0.6866245269775391
2025-04-11,907,Tsim Sha Tsui,area,404,Kowloon,area,1,0.49131282512098545
2025-04-11,912,Tsim Sha Tsui Station,transit,663,Repulse Bay,natural,1,0.481081411242485
2025-04-11,913,Tsing Ma Bridge,city,173,Diamond Hill,outdoor,1,0.7378630414605141
2025-04-11,913,Tsing Ma Bridge,city,296,Hong Kong Disneyland,entertainment,1,0.8339135497808456
2025-04-11,925,Tung Chung,area,929,Tung Chung Station,transit,1,0.14350046683102846
2025-04-11,929,Tung Chung Station,transit,925,Tung Chung,area,1,0.19487794861197472
2025-04-11,944,Victoria Harbour,city,295,Hong Kong Cultural Centre,cultural,1,0.7955248206853867
2025-04-11,944,Victoria Harbour,city,296,Hong Kong Disneyland,entertainment,1,0.9485437572002411
2025-04-11,944,Victoria Harbour,city,363,K11 ARTMALL,shopping,1,0.7201477438211441
2025-04-11,946,Victoria Peak,city,873,The Peak Tram,entertainment,1,0.6638879179954529
2025-04-11,953,Vission Bakery,dining,446,Lan Fong Yuen,dining,1,0.8509653359651566
2025-04-11,964,Wan Chai,area,925,Tung Chung,area,1,0.8773026168346405
2025-04-11,1003,World of Frozen,entertainment,296,Hong Kong Disneyland,entertainment,1,0.936013150215149
2025-04-11,1013,Yau Ma Tei,area,404,Kowloon,area,1,0.3556863944977522
2025-04-12,37,Avenue Of Stars,city,873,The Peak Tram,entertainment,1,0.7982390224933624
2025-04-12,96,Causeway Bay,area,675,SOGO,shopping,1,0.8401453197002411
2025-04-12,96,Causeway Bay,area,907,Tsim Sha Tsui,area,1,0.9396995306015015
2025-04-12,96,Causeway Bay,area,946,Victoria Peak,city,1,0.5315508097410202
2025-04-12,101,Central,area,96,Causeway Bay,area,1,0.9655775427818298
2025-04-12,101,Central,area,386,Kennedy Town,area,1,0.3788808546960354
2025-04-12,103,Central Ferry Pier,transit,295,Hong Kong Cultural Centre,cultural,1,0.7757096290588379
2025-04-12,143,Chukfo Taipan Restaurant,dining,364,K11 MUSEA,shopping,1,0.7365019917488098
2025-04-12,146,Citygate Outlets,shopping,416,Kung Fu Tea,dining,1,0.30543118715286255
2025-04-12,150,Clock Tower,cultural,363,K11 ARTMALL,shopping,2,0.663627858273685
2025-04-12,204,Entertainment Building,shopping,944,Victoria Harbour,city,1,0.8429816663265228
2025-04-12,227,Fringe Club,cultural,946,Victoria Peak,city,1,0.5974980890750885
2025-04-12,228,Frozen Ever After,entertainment,296,Hong Kong Disneyland,entertainment,2,0.7273569442331791
2025-04-12,286,Hing Kee Restaurant,dining,833,Temple St,city,1,0.759116418659687
2025-04-12,295,Hong Kong Cultural Centre,cultural,296,Hong Kong Disneyland,entertainment,1,0.4764332150419553
2025-04-12,295,Hong Kong Cultural Centre,cultural,300,Hong Kong International Airport,transit,1,0.5486798668280244
2025-04-12,296,Hong Kong Disneyland,entertainment,96,Causeway Bay,area,1,0.3978053778409958
2025-04-12,296,Hong Kong Disneyland,entertainment,180,Disney's Hollywood Hotel,hotel,1,0.651721240952611
2025-04-12,296,Hong Kong Disneyland,entertainment,228,Frozen Ever After,entertainment,2,0.7259994633495808
2025-04-12,296,Hong Kong Disneyland,entertainment,295,Hong Kong Cultural Centre,cultural,1,0.49316315601269406
2025-04-12,296,Hong Kong Disneyland,entertainment,300,Hong Kong International Airport,transit,2,0.667468185722828
2025-04-12,296,Hong Kong Disneyland,entertainment,444,Lamma Island,natural,1,0.6431250721216202
2025-04-12,296,Hong Kong Disneyland,entertainment,451,Lantau Island,natural,1,0.6906081438064575
2025-04-12,296,Hong Kong Disneyland,entertainment,544,Mong Kok Station,transit,1,0.44699950981885195
2025-04-12,296,Hong Kong Disneyland,entertainment,567,Nathan Rd,city,1,0.7055947870016098
2025-04-12,296,Hong Kong Disneyland,entertainment,580,Ngong Ping 360,entertainment,1,0.22338860481977463
2025-04-12,296,Hong Kong Disneyland,entertainment,598,Ocean Park,entertainment,1,0.6918916031718254
2025-04-12,296,Hong Kong Disneyland,entertainment,733,Sky 100,city,1,0.29441036097705364
2025-04-12,296,Hong Kong Disneyland,entertainment,753,Stanley,area,1,0.8768046895662944
2025-04-12,296,Hong Kong Disneyland,entertainment,784,Sunny Bay Station,transit,1,0.8217199742794037
2025-04-12,296,Hong Kong Disneyland,entertainment,907,Tsim Sha Tsui,area,1,0.9594469368457794
2025-04-12,296,Hong Kong Disneyland,entertainment,1003,World of Frozen,entertainment,2,0.8812625840306282
2025-04-12,300,Hong Kong International Airport,transit,96,Causeway Bay,area,1,0.5849545188248158
2025-04-12,300,Hong Kong International Airport,transit,157,Cross Harbour Tunl,transit,1,0.36280058696866035
2025-04-12,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,5,0.6281703377390901
2025-04-12,300,Hong Kong International Airport,transit,307,Hong Kong Observation Wheel,entertainment,1,0.49881993234157557
2025-04-12,300,Hong Kong International Airport,transit,317,Hong Kong Station,transit,1,0.16292871162295336
2025-04-12,300,Hong Kong International Airport,transit,451,Lantau Island,natural,2,0.8260612711310387
2025-04-12,300,Hong Kong International Airport,transit,506,Man Mo Temple,religion,1,0.07866827584803095
2025-04-12,300,Hong Kong International Airport,transit,815,Tai Po,area,1,0.4723036773502826
2025-04-12,300,Hong Kong International Airport,transit,915,Tsing Yi Station,transit,1,0.46077866037376225
2025-04-12,300,Hong Kong International Airport,transit,945,Victoria Park,city,1,0.7780652046203613
2025-04-12,301,Hong Kong Island,natural,404,Kowloon,area,1,0.8368788957595825
2025-04-12,301,Hong Kong Island,natural,946,Victoria Peak,city,1,0.5526001155376434
2025-04-12,307,Hong Kong Observation Wheel,entertainment,301,Hong Kong Island,natural,1,0.340642049908638
2025-04-12,307,Hong Kong Observation Wheel,entertainment,364,K11 MUSEA,shopping,1,0.8636491298675537
2025-04-12,309,Hong Kong Palace Museum,cultural,580,Ngong Ping 360,entertainment,1,0.724623997695744
2025-04-12,312,Hong Kong Science Museum,cultural,873,The Peak Tram,entertainment,1,0.506294921040535
2025-04-12,317,Hong Kong Station,transit,907,Tsim Sha Tsui,area,1,0.2251578755676746
2025-04-12,324,Hong Kong-Zhuhai-Macao Bridge,city,300,Hong Kong International Airport,transit,1,0.8457972854375839
2025-04-12,332,Hotel Pravo,hotel,761,Star Ferry Pier,transit,1,0.20602204790338868
2025-04-12,363,K11 ARTMALL,shopping,150,Clock Tower,cultural,1,0.5913168713450432
2025-04-12,363,K11 ARTMALL,shopping,364,K11 MUSEA,shopping,1,0.68314721994102
2025-04-12,363,K11 ARTMALL,shopping,946,Victoria Peak,city,1,0.7964828610420227
2025-04-12,364,K11 MUSEA,shopping,433,LEGOLAND Discovery Centre,entertainment,1,0.9046255350112915
2025-04-12,386,Kennedy Town,area,886,Times Square,shopping,1,0.29917482659220695
2025-04-12,404,Kowloon,area,296,Hong Kong Disneyland,entertainment,1,0.7953295210997264
2025-04-12,413,Kowloon Tin Hau Temple,religion,307,Hong Kong Observation Wheel,entertainment,1,0.7482869327068329
2025-04-12,413,Kowloon Tin Hau Temple,religion,663,Repulse Bay,natural,1,0.8262413144111633
2025-04-12,413,Kowloon Tin Hau Temple,religion,825,Tai Wong Temple,religion,1,0.7655154466629028
2025-04-12,413,Kowloon Tin Hau Temple,religion,922,Tsz Wan Shan,area,1,0.7062777876853943
2025-04-12,433,LEGOLAND Discovery Centre,entertainment,540,Mong Kok,area,1,0.7492376863956451
2025-04-12,444,Lamma Island,natural,413,Kowloon Tin Hau Temple,religion,1,0.8628627061843872
2025-04-12,451,Lantau Island,natural,46,Bakehouse (Wan Chai),dining,1,0.7518001322944958
2025-04-12,451,Lantau Island,natural,146,Citygate Outlets,shopping,1,0.6138722697893779
2025-04-12,451,Lantau Island,natural,300,Hong Kong International Airport,transit,1,0.44955720379948616
2025-04-12,451,Lantau Island,natural,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.8158217072486877
2025-04-12,451,Lantau Island,natural,413,Kowloon Tin Hau Temple,religion,1,0.7528040409088135
2025-04-12,451,Lantau Island,natural,506,Man Mo Temple,religion,2,0.6073950659483671
2025-04-12,451,Lantau Island,natural,580,Ngong Ping 360,entertainment,2,0.7663280293345451
2025-04-12,451,Lantau Island,natural,629,Po Lin Monastery,religion,2,0.6350639387965202
2025-04-12,451,Lantau Island,natural,803,Tai Mo Shan,outdoor,2,0.8579158410429955
2025-04-12,451,Lantau Island,natural,921,Tsz Shan Monastery,religion,1,0.8527047783136368
2025-04-12,451,Lantau Island,natural,946,Victoria Peak,city,1,0.8647571206092834
2025-04-12,451,Lantau Island,natural,995,Wong Tai Sin Temple,religion,1,0.5644573122262955
2025-04-12,485,M+,cultural,886,Times Square,shopping,1,0.4324981797253713
2025-04-12,506,Man Mo Temple,religion,300,Hong Kong International Airport,transit,1,0.5146997198462486
2025-04-12,506,Man Mo Temple,religion,363,K11 ARTMALL,shopping,1,0.6777885854244232
2025-04-12,506,Man Mo Temple,religion,629,Po Lin Monastery,religion,1,0.36000877991318697
2025-04-12,544,Mong Kok Station,transit,296,Hong Kong Disneyland,entertainment,1,0.46202259231358767
2025-04-12,567,Nathan Rd,city,312,Hong Kong Science Museum,cultural,1,0.5023907274007797
2025-04-12,579,Ngong Ping,area,451,Lantau Island,natural,1,0.8490395843982697
2025-04-12,579,Ngong Ping,area,944,Victoria Harbour,city,1,0.49708887934684753
2025-04-12,580,Ngong Ping 360,entertainment,451,Lantau Island,natural,2,0.4183077234774828
2025-04-12,580,Ngong Ping 360,entertainment,579,Ngong Ping,area,2,0.9173391163349152
2025-04-12,580,Ngong Ping 360,entertainment,584,Ngong Ping Village,cultural,1,0.8751154541969299
2025-04-12,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,2,0.6208233738938967
2025-04-12,598,Ocean Park,entertainment,485,M+,cultural,1,0.5586740527069196
2025-04-12,607,One Dim Sum,dining,143,Chukfo Taipan Restaurant,dining,1,0.6321795284748077
2025-04-12,629,Po Lin Monastery,religion,451,Lantau Island,natural,3,0.5389126709972819
2025-04-12,629,Po Lin Monastery,religion,598,Ocean Park,entertainment,1,0.5184033177793026
2025-04-12,629,Po Lin Monastery,religion,834,Temple Street Night Market,shopping,1,0.7907373607158661
2025-04-12,663,Repulse Bay,natural,826,Tai Wong Yeh Temple,religion,1,0.7607368230819702
2025-04-12,696,Sha Tin Che Kung Temple,religion,995,Wong Tai Sin Temple,religion,1,0.21434618160128593
2025-04-12,703,Shang Sin Chun Tong,religion,696,Sha Tin Che Kung Temple,religion,1,0.5204571038484573
2025-04-12,718,Sheraton Hong Kong Hotel & Towers,hotel,364,K11 MUSEA,shopping,1,0.6342947632074356
2025-04-12,733,Sky 100,city,101,Central,area,1,0.6000639647245407
2025-04-12,733,Sky 100,city,296,Hong Kong Disneyland,entertainment,1,0.37660674564540386
2025-04-12,733,Sky 100,city,451,Lantau Island,natural,1,0.9075133303801219
2025-04-12,733,Sky 100,city,872,The Peak Tower,city,1,0.4363495670258999
2025-04-12,733,Sky 100,city,946,Victoria Peak,city,1,0.49144067196175456
2025-04-12,753,Stanley,area,964,Wan Chai,area,1,0.6524680554866791
2025-04-12,784,Sunny Bay Station,transit,898,Toy Story Land,entertainment,1,0.8358413875102997
2025-04-12,798,Tai Kok Tsui,area,834,Temple Street Night Market,shopping,1,0.772445023059845
2025-04-12,803,Tai Mo Shan,outdoor,451,Lantau Island,natural,1,0.8756720870733261
2025-04-12,803,Tai Mo Shan,outdoor,629,Po Lin Monastery,religion,2,0.64773990213871
2025-04-12,815,Tai Po,area,451,Lantau Island,natural,2,0.7080596871674061
2025-04-12,815,Tai Po,area,506,Man Mo Temple,religion,1,0.17231609299778933
2025-04-12,815,Tai Po,area,803,Tai Mo Shan,outdoor,1,0.9177194833755493
2025-04-12,825,Tai Wong Temple,religion,703,Shang Sin Chun Tong,religion,1,0.6620596945285797
2025-04-12,826,Tai Wong Yeh Temple,religion,815,Tai Po,area,1,0.4790544882416725
2025-04-12,834,Temple Street Night Market,shopping,296,Hong Kong Disneyland,entertainment,1,0.5728851407766342
2025-04-12,834,Temple Street Night Market,shopping,451,Lantau Island,natural,1,0.6192056983709335
2025-04-12,872,The Peak Tower,city,733,Sky 100,city,1,0.45097266463562846
2025-04-12,873,The Peak Tram,entertainment,301,Hong Kong Island,natural,1,0.8879961669445038
2025-04-12,873,The Peak Tram,entertainment,598,Ocean Park,entertainment,1,0.707775076230367
2025-04-12,886,Times Square,shopping,309,Hong Kong Palace Museum,cultural,1,0.6101578967645764
2025-04-12,886,Times Square,shopping,448,Lan Kwai Fong,cultural,1,0.7294206321239471
2025-04-12,898,Toy Story Land,entertainment,296,Hong Kong Disneyland,entertainment,1,0.9043841451406479
2025-04-12,907,Tsim Sha Tsui,area,101,Central,area,1,0.9521313309669495
2025-04-12,907,Tsim Sha Tsui,area,296,Hong Kong Disneyland,entertainment,1,0.8741597533226013
2025-04-12,907,Tsim Sha Tsui,area,413,Kowloon Tin Hau Temple,religion,1,0.5771857984364033
2025-04-12,915,Tsing Yi Station,transit,451,Lantau Island,natural,1,0.41860889573581517
2025-04-12,921,Tsz Shan Monastery,religion,451,Lantau Island,natural,1,0.869978239138921
2025-04-12,922,Tsz Wan Shan,area,629,Po Lin Monastery,religion,1,0.2747569000348449
2025-04-12,944,Victoria Harbour,city,296,Hong Kong Disneyland,entertainment,1,0.22448744252324104
2025-04-12,944,Victoria Harbour,city,363,K11 ARTMALL,shopping,1,0.885915219783783
2025-04-12,944,Victoria Harbour,city,404,Kowloon,area,1,0.4597669489060838
2025-04-12,944,Victoria Harbour,city,629,Po Lin Monastery,religion,1,0.4801718927919864
2025-04-12,944,Victoria Harbour,city,946,Victoria Peak,city,1,0.814882904291153
2025-04-12,945,Victoria Park,city,907,Tsim Sha Tsui,area,1,0.8379880487918854
2025-04-12,946,Victoria Peak,city,103,Central Ferry Pier,transit,1,0.6577965915203094
2025-04-12,946,Victoria Peak,city,150,Clock Tower,cultural,1,0.9147872030735016
2025-04-12,946,Victoria Peak,city,227,Fringe Club,cultural,1,0.6176082193851471
2025-04-12,946,Victoria Peak,city,733,Sky 100,city,1,0.906622052192688
2025-04-12,946,Victoria Peak,city,944,Victoria Harbour,city,1,0.7832003384828568
2025-04-12,995,Wong Tai Sin Temple,religion,413,Kowloon Tin Hau Temple,religion,1,0.8196234107017517
2025-04-12,995,Wong Tai Sin Temple,religion,798,Tai Kok Tsui,area,1,0.45105406269431114
2025-04-12,1003,World of Frozen,entertainment,296,Hong Kong Disneyland,entertainment,2,0.9092498855808606
2025-04-12,1013,Yau Ma Tei,area,1016,Yau Ma Tei Station,transit,1,0.46047469787299633
2025-04-12,1016,Yau Ma Tei Station,transit,413,Kowloon Tin Hau Temple,religion,1,0.3246839623898268
2025-04-13,15,Admiralty,area,198,East Tsim Sha Tsui,transit,1,0.7174582183361053
2025-04-13,36,Australia Dairy Company,dining,873,The Peak Tram,entertainment,1,0.40008980035781855
2025-04-13,55,Big Wave Bay,natural,101,Central,area,1,0.40692285448312754
2025-04-13,96,Causeway Bay,area,137,Choi Hung Estate,city,1,0.4146148897707462
2025-04-13,101,Central,area,567,Nathan Rd,city,1,0.09140671355028941
2025-04-13,101,Central,area,829,Taikoo Shing,area,1,0.7680816948413849
2025-04-13,101,Central,area,873,The Peak Tram,entertainment,1,0.3697013854980469
2025-04-13,180,Disney's Hollywood Hotel,hotel,296,Hong Kong Disneyland,entertainment,1,0.7758981913256531
2025-04-13,250,Grand Plaza,shopping,913,Tsing Ma Bridge,city,1,0.2374182268977165
2025-04-13,293,Hong Kong Convention and Exhibition Centre,city,296,Hong Kong Disneyland,entertainment,1,0.8873022083193064
2025-04-13,293,Hong Kong Convention and Exhibition Centre,city,307,Hong Kong Observation Wheel,entertainment,1,0.4762113466858864
2025-04-13,295,Hong Kong Cultural Centre,cultural,296,Hong Kong Disneyland,entertainment,1,0.9262323081493378
2025-04-13,295,Hong Kong Cultural Centre,cultural,944,Victoria Harbour,city,2,0.5707343500107527
2025-04-13,296,Hong Kong Disneyland,entertainment,101,Central,area,1,0.7870385237038136
2025-04-13,296,Hong Kong Disneyland,entertainment,180,Disney's Hollywood Hotel,hotel,1,0.8837114175160725
2025-04-13,296,Hong Kong Disneyland,entertainment,295,Hong Kong Cultural Centre,cultural,1,0.8392727375030518
2025-04-13,296,Hong Kong Disneyland,entertainment,300,Hong Kong International Airport,transit,1,0.9027083218097687
2025-04-13,296,Hong Kong Disneyland,entertainment,451,Lantau Island,natural,1,0.8862693309783936
2025-04-13,296,Hong Kong Disneyland,entertainment,467,Lippo Centre,city,1,0.9181381911039352
2025-04-13,296,Hong Kong Disneyland,entertainment,560,Mystic Manor,entertainment,1,0.519107270647179
2025-04-13,296,Hong Kong Disneyland,entertainment,598,Ocean Park,entertainment,3,0.7345767065468762
2025-04-13,296,Hong Kong Disneyland,entertainment,815,Tai Po,area,1,0.846590269356966
2025-04-13,296,Hong Kong Disneyland,entertainment,873,The Peak Tram,entertainment,1,0.7857487201690674
2025-04-13,296,Hong Kong Disneyland,entertainment,946,Victoria Peak,city,1,0.8091135174036026
2025-04-13,296,Hong Kong Disneyland,entertainment,1003,World of Frozen,entertainment,1,0.8188080347719646
2025-04-13,300,Hong Kong International Airport,transit,293,Hong Kong Convention and Exhibition Centre,city,1,0.9285249710083008
2025-04-13,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,4,0.7094745404707888
2025-04-13,300,Hong Kong International Airport,transit,451,Lantau Island,natural,1,0.7675083875656128
2025-04-13,300,Hong Kong International Airport,transit,629,Po Lin Monastery,religion,1,0.8711010217666626
2025-04-13,300,Hong Kong International Airport,transit,733,Sky 100,city,1,0.8732967972755432
2025-04-13,300,Hong Kong International Airport,transit,946,Victoria Peak,city,1,0.7935532629489899
2025-04-13,386,Kennedy Town,area,101,Central,area,1,0.822799414396286
2025-04-13,386,Kennedy Town,area,565,Nan Lian Garden,cultural,1,0.7618155181407928
2025-04-13,386,Kennedy Town,area,629,Po Lin Monastery,religion,1,0.658574104309082
2025-04-13,446,Lan Fong Yuen,dining,506,Man Mo Temple,religion,1,0.7474894970655441
2025-04-13,451,Lantau Island,natural,296,Hong Kong Disneyland,entertainment,1,0.9117082357406616
2025-04-13,451,Lantau Island,natural,580,Ngong Ping 360,entertainment,1,0.8246764540672302
2025-04-13,451,Lantau Island,natural,803,Tai Mo Shan,outdoor,1,0.8853159844875336
2025-04-13,451,Lantau Island,natural,921,Tsz Shan Monastery,religion,1,0.8609074056148529
2025-04-13,451,Lantau Island,natural,945,Victoria Park,city,1,0.7814994901418686
2025-04-13,502,Mak Man Kee Noodle Shop,dining,642,Quarry Bay,area,1,0.06721207965165377
2025-04-13,506,Man Mo Temple,religion,964,Wan Chai,area,1,0.5690907971002162
2025-04-13,540,Mong Kok,area,386,Kennedy Town,area,1,0.824761301279068
2025-04-13,540,Mong Kok,area,784,Sunny Bay Station,transit,1,0.29017695039510727
2025-04-13,560,Mystic Manor,entertainment,296,Hong Kong Disneyland,entertainment,1,0.5253453428546588
2025-04-13,565,Nan Lian Garden,cultural,296,Hong Kong Disneyland,entertainment,1,0.8869467377662659
2025-04-13,565,Nan Lian Garden,cultural,946,Victoria Peak,city,1,0.8457951247692108
2025-04-13,567,Nathan Rd,city,300,Hong Kong International Airport,transit,1,0.16800549005468682
2025-04-13,580,Ngong Ping 360,entertainment,296,Hong Kong Disneyland,entertainment,1,0.805324126034975
2025-04-13,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,4,0.7983166982552835
2025-04-13,598,Ocean Park,entertainment,300,Hong Kong International Airport,transit,1,0.24241862911731005
2025-04-13,629,Po Lin Monastery,religion,451,Lantau Island,natural,1,0.8630255460739136
2025-04-13,629,Po Lin Monastery,religion,565,Nan Lian Garden,cultural,1,0.7699937224388123
2025-04-13,642,Quarry Bay,area,297,Hong Kong Fisherman's Wharf,transit,1,0.4653876321390271
2025-04-13,733,Sky 100,city,293,Hong Kong Convention and Exhibition Centre,city,1,0.731092631816864
2025-04-13,733,Sky 100,city,300,Hong Kong International Airport,transit,1,0.9027864933013916
2025-04-13,793,Tai Cheong Bakery,dining,446,Lan Fong Yuen,dining,1,0.7970244586467743
2025-04-13,803,Tai Mo Shan,outdoor,300,Hong Kong International Airport,transit,1,0.7388756275177002
2025-04-13,803,Tai Mo Shan,outdoor,451,Lantau Island,natural,3,0.8758537272612253
2025-04-13,803,Tai Mo Shan,outdoor,815,Tai Po,area,1,0.8787670433521271
2025-04-13,815,Tai Po,area,803,Tai Mo Shan,outdoor,1,0.9022128582000732
2025-04-13,829,Taikoo Shing,area,907,Tsim Sha Tsui,area,1,0.4918200969696045
2025-04-13,873,The Peak Tram,entertainment,296,Hong Kong Disneyland,entertainment,2,0.7470012903213501
2025-04-13,873,The Peak Tram,entertainment,386,Kennedy Town,area,1,0.7507117489973705
2025-04-13,873,The Peak Tram,entertainment,946,Victoria Peak,city,3,0.5758501241604487
2025-04-13,907,Tsim Sha Tsui,area,15,Admiralty,area,1,0.5895152986049652
2025-04-13,921,Tsz Shan Monastery,religion,451,Lantau Island,natural,1,0.6809832230210304
2025-04-13,944,Victoria Harbour,city,295,Hong Kong Cultural Centre,cultural,1,0.5984449647367001
2025-04-13,944,Victoria Harbour,city,312,Hong Kong Science Museum,cultural,1,0.8850772678852081
2025-04-13,944,Victoria Harbour,city,1044,ifc mall,shopping,1,0.22780881077051154
2025-04-13,946,Victoria Peak,city,55,Big Wave Bay,natural,1,0.8361755013465881
2025-04-13,946,Victoria Peak,city,565,Nan Lian Garden,cultural,1,0.834661215543747
2025-04-13,946,Victoria Peak,city,598,Ocean Park,entertainment,1,0.6226318989481244
2025-04-13,946,Victoria Peak,city,873,The Peak Tram,entertainment,1,0.8762674729029338
2025-04-13,946,Victoria Peak,city,886,Times Square,shopping,1,0.49494373053312296
2025-04-13,946,Victoria Peak,city,953,Vission Bakery,dining,1,0.5430091246962547
2025-04-13,953,Vission Bakery,dining,793,Tai Cheong Bakery,dining,1,0.4262417182326317
2025-04-13,964,Wan Chai,area,386,Kennedy Town,area,1,0.6148539767600596
2025-04-13,1003,World of Frozen,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8359219208359718
2025-04-13,1044,ifc mall,shopping,944,Victoria Harbour,city,1,0.298527717590332
2025-04-14,36,Australia Dairy Company,dining,123,Cheung Hing Kee Shanghai Pan Fried Buns,dining,1,0.89281165599823
2025-04-14,46,Bakehouse (Wan Chai),dining,296,Hong Kong Disneyland,entertainment,1,0.8716796040534973
2025-04-14,46,Bakehouse (Wan Chai),dining,598,Ocean Park,entertainment,1,0.8491005897521973
2025-04-14,46,Bakehouse (Wan Chai),dining,1010,Yat Lok Restaurant,dining,1,0.7796443551778793
2025-04-14,96,Causeway Bay,area,310,Hong Kong Park,city,1,0.6352014690637589
2025-04-14,101,Central,area,386,Kennedy Town,area,2,0.847637839615345
2025-04-14,101,Central,area,907,Tsim Sha Tsui,area,1,0.7778925498326619
2025-04-14,119,Cheung Chau,natural,96,Causeway Bay,area,1,0.29034339636564255
2025-04-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,dining,46,Bakehouse (Wan Chai),dining,1,0.8703242838382721
2025-04-14,128,Chi Lin Nunnery,religion,173,Diamond Hill,outdoor,1,0.7180260717868805
2025-04-14,150,Clock Tower,cultural,451,Lantau Island,natural,1,0.7597974240779877
2025-04-14,173,Diamond Hill,outdoor,629,Po Lin Monastery,religion,1,0.7140188813209534
2025-04-14,189,Dragon's Back,outdoor,753,Stanley,area,1,0.22576062381267548
2025-04-14,206,Explorer's Club Restaurant,dining,300,Hong Kong International Airport,transit,1,0.7378253027796745
2025-04-14,251,Granville Rd,city,451,Lantau Island,natural,1,0.4822051152586937
2025-04-14,253,Grizzly Gulch,entertainment,296,Hong Kong Disneyland,entertainment,2,0.8441635018421544
2025-04-14,291,Hollywood Rd,city,293,Hong Kong Convention and Exhibition Centre,city,1,0.78813037276268
2025-04-14,291,Hollywood Rd,city,506,Man Mo Temple,religion,1,0.39976246654987335
2025-04-14,293,Hong Kong Convention and Exhibition Centre,city,307,Hong Kong Observation Wheel,entertainment,1,0.8057264983654022
2025-04-14,293,Hong Kong Convention and Exhibition Centre,city,382,Kau Kee,dining,1,0.4795257896184921
2025-04-14,295,Hong Kong Cultural Centre,cultural,580,Ngong Ping 360,entertainment,1,0.2421593051403761
2025-04-14,296,Hong Kong Disneyland,entertainment,206,Explorer's Club Restaurant,dining,1,0.9023996123245784
2025-04-14,296,Hong Kong Disneyland,entertainment,228,Frozen Ever After,entertainment,1,0.9061064720153809
2025-04-14,296,Hong Kong Disneyland,entertainment,253,Grizzly Gulch,entertainment,2,0.8494159233135482
2025-04-14,296,Hong Kong Disneyland,entertainment,300,Hong Kong International Airport,transit,2,0.39054801966995
2025-04-14,296,Hong Kong Disneyland,entertainment,310,Hong Kong Park,city,1,0.7926874044868681
