video_date,origin_poi_cate,dest_poi_cate,flow_n
2024-12-28,Dining,Cityscape,1
2024-12-28,Dining,Dining,7
2024-12-28,Dining,Entertainment,5
2024-12-28,Dining,Shopping,2
2024-12-28,Dining,Transit,1
2024-12-28,Dining,area,3
2024-12-28,Entertainment,Cityscape,4
2024-12-28,Entertainment,Cultural,1
2024-12-28,Entertainment,Dining,4
2024-12-28,Entertainment,Entertainment,14
2024-12-28,Entertainment,Hotel,1
2024-12-28,Entertainment,Natural,3
2024-12-28,Entertainment,Outdoor,1
2024-12-28,Entertainment,Religious,4
2024-12-28,Entertainment,Shopping,2
2024-12-28,Entertainment,Transit,7
2024-12-28,Entertainment,area,2
2024-12-28,Hotel,Cityscape,1
2024-12-28,Hotel,Cultural,1
2024-12-28,Hotel,Dining,2
2024-12-28,Natural,Cityscape,3
2024-12-28,Natural,Cultural,2
2024-12-28,Natural,Entertainment,5
2024-12-28,Natural,Outdoor,2
2024-12-28,Natural,Religious,2
2024-12-28,Natural,area,5
2024-12-28,Outdoor,Entertainment,1
2024-12-28,Outdoor,Natural,4
2024-12-28,Outdoor,Religious,1
2024-12-28,Outdoor,area,1
2024-12-28,Religious,Cityscape,5
2024-12-28,Religious,Cultural,1
2024-12-28,Religious,Natural,4
2024-12-28,Religious,Outdoor,5
2024-12-28,Religious,Religious,4
2024-12-28,Religious,Shopping,1
2024-12-28,Religious,Transit,1
2024-12-28,Religious,area,1
2024-12-28,Shopping,Dining,1
2024-12-28,Shopping,Entertainment,2
2024-12-28,Shopping,Religious,1
2024-12-28,Shopping,area,1
2024-12-28,Sport,Entertainment,1
2024-12-28,Transit,Cityscape,6
2024-12-28,Transit,Cultural,1
2024-12-28,Transit,Dining,2
2024-12-28,Transit,Entertainment,9
2024-12-28,Transit,Hotel,2
2024-12-28,Transit,Natural,2
2024-12-28,Transit,Religious,3
2024-12-28,Transit,Shopping,2
2024-12-28,Transit,Sport,1
2024-12-28,Transit,Transit,5
2024-12-28,Transit,area,3
2024-12-28,area,Cityscape,3
2024-12-28,area,Cultural,5
2024-12-28,area,Dining,5
2024-12-28,area,Entertainment,2
2024-12-28,area,Hotel,1
2024-12-28,area,Natural,1
2024-12-28,area,Religious,3
2024-12-28,area,Transit,2
2024-12-28,area,area,3
2024-12-29,Cityscape,Cityscape,3
2024-12-29,Cityscape,Cultural,2
2024-12-29,Cityscape,Entertainment,1
2024-12-29,Cityscape,Hotel,2
2024-12-29,Cityscape,Natural,1
2024-12-29,Cityscape,Religious,1
2024-12-29,Cityscape,Shopping,1
2024-12-29,Cultural,Cityscape,1
2024-12-29,Cultural,Dining,1
2024-12-29,Cultural,Entertainment,2
2024-12-29,Cultural,Hotel,1
2024-12-29,Cultural,Natural,1
2024-12-29,Cultural,Outdoor,1
2024-12-29,Cultural,Shopping,1
2024-12-29,Dining,Dining,3
2024-12-29,Dining,Entertainment,2
2024-12-29,Entertainment,Cityscape,3
2024-12-29,Entertainment,Dining,1
2024-12-29,Entertainment,Entertainment,20
2024-12-29,Entertainment,Hotel,2
2024-12-29,Entertainment,Transit,5
2024-12-29,Entertainment,area,1
2024-12-29,Hotel,Cityscape,1
2024-12-29,Hotel,Entertainment,3
2024-12-29,Hotel,Natural,1
2024-12-29,Hotel,Transit,2
2024-12-29,Natural,Cityscape,3
2024-12-29,Natural,Outdoor,1
2024-12-29,Natural,Religious,4
2024-12-29,Natural,Transit,2
2024-12-29,Outdoor,Natural,1
2024-12-29,Outdoor,area,1
2024-12-29,Religious,Cityscape,2
2024-12-29,Religious,Cultural,1
2024-12-29,Religious,Entertainment,1
2024-12-29,Religious,Hotel,1
2024-12-29,Religious,Natural,1
2024-12-29,Religious,Religious,1
2024-12-29,Religious,area,2
2024-12-29,Shopping,Hotel,1
2024-12-29,Shopping,Religious,1
2024-12-29,Shopping,Transit,3
2024-12-29,Shopping,area,1
2024-12-29,Transit,Cityscape,1
2024-12-29,Transit,Cultural,1
2024-12-29,Transit,Entertainment,7
2024-12-29,Transit,Natural,1
2024-12-29,Transit,Shopping,1
2024-12-29,Transit,Transit,1
2024-12-29,Transit,area,2
2024-12-29,area,Cityscape,1
2024-12-29,area,Entertainment,2
2024-12-29,area,Hotel,1
2024-12-29,area,Natural,3
2024-12-29,area,Religious,1
2024-12-29,area,Transit,1
2024-12-29,area,area,1
2024-12-30,Cityscape,Cityscape,5
2024-12-30,Cityscape,Cultural,1
2024-12-30,Cityscape,Dining,1
2024-12-30,Cityscape,Entertainment,7
2024-12-30,Cityscape,Shopping,1
2024-12-30,Cityscape,area,1
2024-12-30,Cultural,Cultural,4
2024-12-30,Cultural,Entertainment,2
2024-12-30,Cultural,Hotel,1
2024-12-30,Cultural,area,1
2024-12-30,Dining,Dining,6
2024-12-30,Dining,Entertainment,3
2024-12-30,Entertainment,Cityscape,5
2024-12-30,Entertainment,Cultural,2
2024-12-30,Entertainment,Dining,2
2024-12-30,Entertainment,Entertainment,13
2024-12-30,Entertainment,Hotel,4
2024-12-30,Entertainment,Natural,1
2024-12-30,Entertainment,Transit,3
2024-12-30,Entertainment,area,2
2024-12-30,Hotel,Cityscape,1
2024-12-30,Hotel,Entertainment,3
2024-12-30,Hotel,School,1
2024-12-30,Hotel,area,2
2024-12-30,Natural,Entertainment,1
2024-12-30,Natural,Hotel,1
2024-12-30,Religious,Hotel,1
2024-12-30,Religious,Natural,1
2024-12-30,Religious,Religious,5
2024-12-30,Religious,Transit,1
2024-12-30,Religious,area,1
2024-12-30,Shopping,Cityscape,1
2024-12-30,Shopping,area,1
2024-12-30,Transit,Cityscape,1
2024-12-30,Transit,Entertainment,2
2024-12-30,Transit,Religious,2
2024-12-30,Transit,Shopping,2
2024-12-30,Transit,area,2
2024-12-30,area,Cityscape,4
2024-12-30,area,Cultural,1
2024-12-30,area,Dining,2
2024-12-30,area,Entertainment,2
2024-12-30,area,Transit,2
2024-12-30,area,area,2
2024-12-31,Cityscape,Cityscape,3
2024-12-31,Cityscape,Cultural,2
2024-12-31,Cityscape,Dining,1
2024-12-31,Cityscape,Entertainment,3
2024-12-31,Cityscape,Natural,1
2024-12-31,Cityscape,Outdoor,1
2024-12-31,Cityscape,Shopping,3
2024-12-31,Cityscape,area,1
2024-12-31,Cultural,Cityscape,1
2024-12-31,Cultural,Cultural,1
2024-12-31,Cultural,Entertainment,1
2024-12-31,Cultural,Hotel,1
2024-12-31,Cultural,Religious,3
2024-12-31,Cultural,Transit,1
2024-12-31,Dining,Dining,2
2024-12-31,Dining,Entertainment,3
2024-12-31,Dining,Religious,1
2024-12-31,Entertainment,Cityscape,6
2024-12-31,Entertainment,Cultural,1
2024-12-31,Entertainment,Dining,1
2024-12-31,Entertainment,Entertainment,13
2024-12-31,Entertainment,Natural,2
2024-12-31,Entertainment,Religious,1
2024-12-31,Entertainment,Shopping,2
2024-12-31,Entertainment,Transit,1
2024-12-31,Entertainment,area,1
2024-12-31,Hotel,Cultural,1
2024-12-31,Natural,Cityscape,1
2024-12-31,Natural,Entertainment,3
2024-12-31,Natural,Religious,3
2024-12-31,Natural,area,1
2024-12-31,Outdoor,Natural,1
2024-12-31,Religious,Cityscape,2
2024-12-31,Religious,Dining,1
2024-12-31,Religious,Natural,3
2024-12-31,Religious,Outdoor,1
2024-12-31,Religious,Religious,3
2024-12-31,Religious,area,3
2024-12-31,Shopping,Cityscape,4
2024-12-31,Shopping,Entertainment,1
2024-12-31,Shopping,Hotel,1
2024-12-31,Shopping,Transit,1
2024-12-31,Transit,Entertainment,3
2024-12-31,Transit,Natural,1
2024-12-31,Transit,Religious,1
2024-12-31,area,Cityscape,2
2024-12-31,area,Religious,2
2024-12-31,area,Shopping,2
2025-01-01,Cityscape,Cityscape,2
2025-01-01,Cityscape,Cultural,3
2025-01-01,Cityscape,Entertainment,8
2025-01-01,Cityscape,Hotel,2
2025-01-01,Cityscape,Natural,1
2025-01-01,Cityscape,Religious,1
2025-01-01,Cityscape,Shopping,1
2025-01-01,Cityscape,area,3
2025-01-01,Cultural,Cityscape,4
2025-01-01,Cultural,Cultural,5
2025-01-01,Cultural,Entertainment,1
2025-01-01,Cultural,Religious,1
2025-01-01,Cultural,Shopping,1
2025-01-01,Cultural,area,1
2025-01-01,Dining,Entertainment,2
2025-01-01,Dining,Shopping,1
2025-01-01,Entertainment,Cityscape,3
2025-01-01,Entertainment,Cultural,1
2025-01-01,Entertainment,Entertainment,11
2025-01-01,Entertainment,Natural,4
2025-01-01,Entertainment,Outdoor,1
2025-01-01,Entertainment,Religious,3
2025-01-01,Entertainment,Shopping,1
2025-01-01,Entertainment,Transit,1
2025-01-01,Hotel,Transit,1
2025-01-01,Natural,Cityscape,1
2025-01-01,Natural,Cultural,1
2025-01-01,Natural,Entertainment,3
2025-01-01,Natural,Religious,2
2025-01-01,Natural,Transit,1
2025-01-01,Natural,area,1
2025-01-01,Outdoor,Entertainment,1
2025-01-01,Outdoor,Religious,1
2025-01-01,Religious,Cityscape,2
2025-01-01,Religious,Natural,2
2025-01-01,Religious,Outdoor,1
2025-01-01,Religious,Religious,4
2025-01-01,Religious,Shopping,1
2025-01-01,Religious,area,4
2025-01-01,Shopping,Cityscape,1
2025-01-01,Shopping,Cultural,1
2025-01-01,Shopping,Dining,1
2025-01-01,Shopping,Entertainment,1
2025-01-01,Shopping,Shopping,1
2025-01-01,Shopping,Transit,1
2025-01-01,Shopping,area,1
2025-01-01,Transit,Cityscape,4
2025-01-01,Transit,Entertainment,2
2025-01-01,Transit,Natural,1
2025-01-01,area,Cityscape,3
2025-01-01,area,Entertainment,1
2025-01-01,area,Religious,4
2025-01-01,area,Shopping,1
2025-01-01,area,Transit,1
2025-01-01,area,area,1
2025-01-02,Cityscape,Cityscape,4
2025-01-02,Cityscape,Cultural,3
2025-01-02,Cityscape,Dining,1
2025-01-02,Cityscape,Entertainment,8
2025-01-02,Cityscape,Hotel,1
2025-01-02,Cityscape,Natural,1
2025-01-02,Cityscape,Outdoor,1
2025-01-02,Cityscape,Religious,3
2025-01-02,Cityscape,Shopping,5
2025-01-02,Cityscape,Transit,3
2025-01-02,Cityscape,area,1
2025-01-02,Cultural,Cityscape,4
2025-01-02,Cultural,Cultural,2
2025-01-02,Cultural,Entertainment,3
2025-01-02,Cultural,Natural,1
2025-01-02,Cultural,Religious,1
2025-01-02,Cultural,Transit,1
2025-01-02,Cultural,area,1
2025-01-02,Dining,Dining,5
2025-01-02,Dining,Entertainment,1
2025-01-02,Dining,area,2
2025-01-02,Entertainment,Cityscape,10
2025-01-02,Entertainment,Cultural,5
2025-01-02,Entertainment,Dining,1
2025-01-02,Entertainment,Entertainment,21
2025-01-02,Entertainment,Hotel,1
2025-01-02,Entertainment,Natural,2
2025-01-02,Entertainment,Shopping,1
2025-01-02,Entertainment,Transit,4
2025-01-02,Entertainment,area,3
2025-01-02,Hotel,Cityscape,2
2025-01-02,Hotel,Cultural,1
2025-01-02,Hotel,Natural,1
2025-01-02,Hotel,area,2
2025-01-02,Natural,Cityscape,2
2025-01-02,Natural,Religious,2
2025-01-02,Natural,Shopping,1
2025-01-02,Natural,area,1
2025-01-02,Outdoor,Cityscape,1
2025-01-02,Outdoor,Natural,1
2025-01-02,Outdoor,Shopping,1
2025-01-02,Religious,Cityscape,1
2025-01-02,Religious,Cultural,1
2025-01-02,Religious,Entertainment,2
2025-01-02,Religious,Natural,1
2025-01-02,Religious,Religious,2
2025-01-02,Religious,Shopping,1
2025-01-02,Religious,Transit,1
2025-01-02,Religious,area,5
2025-01-02,Shopping,Cityscape,2
2025-01-02,Shopping,Cultural,1
2025-01-02,Shopping,Dining,1
2025-01-02,Shopping,Entertainment,1
2025-01-02,Shopping,Shopping,1
2025-01-02,Shopping,Transit,1
2025-01-02,Shopping,area,3
2025-01-02,Transit,Cityscape,5
2025-01-02,Transit,Cultural,1
2025-01-02,Transit,Entertainment,3
2025-01-02,Transit,Religious,1
2025-01-02,Transit,area,4
2025-01-02,area,Cityscape,1
2025-01-02,area,Cultural,1
2025-01-02,area,Dining,1
2025-01-02,area,Entertainment,6
2025-01-02,area,Hotel,3
2025-01-02,area,Outdoor,1
2025-01-02,area,Religious,4
2025-01-02,area,Shopping,3
2025-01-02,area,Transit,3
2025-01-02,area,area,8
2025-01-03,Cityscape,Cityscape,3
2025-01-03,Cityscape,Entertainment,6
2025-01-03,Cityscape,Natural,1
2025-01-03,Cityscape,Outdoor,1
2025-01-03,Cultural,Entertainment,1
2025-01-03,Cultural,Natural,1
2025-01-03,Cultural,Religious,1
2025-01-03,Dining,Entertainment,5
2025-01-03,Dining,area,1
2025-01-03,Entertainment,Cityscape,5
2025-01-03,Entertainment,Cultural,2
2025-01-03,Entertainment,Dining,5
2025-01-03,Entertainment,Entertainment,21
2025-01-03,Entertainment,Natural,1
2025-01-03,Entertainment,Shopping,1
2025-01-03,Entertainment,Transit,2
2025-01-03,Entertainment,area,1
2025-01-03,Hotel,area,1
2025-01-03,Natural,Cityscape,1
2025-01-03,Natural,Entertainment,2
2025-01-03,Natural,Outdoor,3
2025-01-03,Natural,Religious,2
2025-01-03,Natural,area,1
2025-01-03,Outdoor,Cityscape,1
2025-01-03,Outdoor,Hotel,1
2025-01-03,Outdoor,Natural,2
2025-01-03,Outdoor,Religious,1
2025-01-03,Religious,Cityscape,1
2025-01-03,Religious,Entertainment,1
2025-01-03,Religious,Natural,2
2025-01-03,Religious,Outdoor,1
2025-01-03,Religious,Religious,3
2025-01-03,Religious,Shopping,1
2025-01-03,Shopping,Entertainment,2
2025-01-03,Shopping,Natural,1
2025-01-03,Transit,Cityscape,1
2025-01-03,Transit,Dining,1
2025-01-03,Transit,Entertainment,3
2025-01-03,Transit,Shopping,3
2025-01-03,area,Entertainment,1
2025-01-03,area,Hotel,1
2025-01-03,area,Natural,1
2025-01-03,area,Shopping,1
2025-01-03,area,area,2
2025-01-04,Cityscape,Cityscape,4
2025-01-04,Cityscape,Cultural,3
2025-01-04,Cityscape,Entertainment,9
2025-01-04,Cityscape,Natural,1
2025-01-04,Cityscape,Shopping,2
2025-01-04,Cityscape,Transit,1
2025-01-04,Cityscape,area,3
2025-01-04,Cultural,Cityscape,4
2025-01-04,Cultural,Entertainment,1
2025-01-04,Cultural,Transit,2
2025-01-04,Dining,Dining,2
2025-01-04,Dining,Entertainment,3
2025-01-04,Dining,Shopping,1
2025-01-04,Entertainment,Cityscape,9
2025-01-04,Entertainment,Cultural,1
2025-01-04,Entertainment,Dining,2
2025-01-04,Entertainment,Entertainment,36
2025-01-04,Entertainment,Hotel,8
2025-01-04,Entertainment,Religious,1
2025-01-04,Entertainment,Shopping,3
2025-01-04,Entertainment,Transit,3
2025-01-04,Hotel,Cityscape,2
2025-01-04,Hotel,Entertainment,8
2025-01-04,Hotel,Hotel,1
2025-01-04,Hotel,Transit,1
2025-01-04,Natural,Entertainment,1
2025-01-04,Religious,Cityscape,1
2025-01-04,Religious,Natural,1
2025-01-04,Religious,Religious,1
2025-01-04,Religious,Transit,1
2025-01-04,Shopping,Cityscape,1
2025-01-04,Shopping,Entertainment,3
2025-01-04,Transit,Cityscape,4
2025-01-04,Transit,Cultural,2
2025-01-04,Transit,Dining,1
2025-01-04,Transit,Entertainment,2
2025-01-04,Transit,Hotel,3
2025-01-04,Transit,Religious,1
2025-01-04,Transit,area,1
2025-01-04,area,Cityscape,1
2025-01-04,area,Cultural,1
2025-01-04,area,Dining,1
2025-01-04,area,Entertainment,2
2025-01-04,area,area,3
2025-01-05,Cityscape,Cityscape,3
2025-01-05,Cityscape,Cultural,2
2025-01-05,Cityscape,Entertainment,6
2025-01-05,Cityscape,Hotel,5
2025-01-05,Cityscape,Natural,4
2025-01-05,Cityscape,Shopping,1
2025-01-05,Cityscape,Transit,5
2025-01-05,Cityscape,area,1
2025-01-05,Cultural,Cityscape,1
2025-01-05,Cultural,Cultural,1
2025-01-05,Cultural,Entertainment,5
2025-01-05,Cultural,Hotel,1
2025-01-05,Cultural,Natural,1
2025-01-05,Cultural,Outdoor,1
2025-01-05,Cultural,Shopping,1
2025-01-05,Dining,Cityscape,1
2025-01-05,Dining,Dining,2
2025-01-05,Dining,Entertainment,1
2025-01-05,Entertainment,Cityscape,11
2025-01-05,Entertainment,Cultural,4
2025-01-05,Entertainment,Entertainment,25
2025-01-05,Entertainment,Hotel,5
2025-01-05,Entertainment,Natural,2
2025-01-05,Entertainment,Religious,2
2025-01-05,Entertainment,Shopping,2
2025-01-05,Entertainment,Transit,4
2025-01-05,Entertainment,area,4
2025-01-05,Hotel,Cityscape,1
2025-01-05,Hotel,Dining,1
2025-01-05,Hotel,Entertainment,7
2025-01-05,Hotel,Hotel,5
2025-01-05,Hotel,Natural,1
2025-01-05,Hotel,Shopping,1
2025-01-05,Hotel,area,1
2025-01-05,Natural,Cultural,2
2025-01-05,Natural,Entertainment,4
2025-01-05,Natural,Religious,8
2025-01-05,Natural,area,3
2025-01-05,Outdoor,Natural,3
2025-01-05,Outdoor,Religious,2
2025-01-05,Religious,Cityscape,1
2025-01-05,Religious,Natural,6
2025-01-05,Religious,Outdoor,2
2025-01-05,Religious,Religious,10
2025-01-05,Religious,Shopping,1
2025-01-05,Religious,area,1
2025-01-05,Shopping,Cityscape,1
2025-01-05,Shopping,Entertainment,3
2025-01-05,Shopping,Natural,1
2025-01-05,Shopping,area,2
2025-01-05,Transit,Cityscape,3
2025-01-05,Transit,Cultural,3
2025-01-05,Transit,Entertainment,2
2025-01-05,Transit,Hotel,1
2025-01-05,Transit,Outdoor,2
2025-01-05,Transit,Religious,4
2025-01-05,Transit,Shopping,1
2025-01-05,Transit,Transit,3
2025-01-05,Transit,area,5
2025-01-05,area,Cityscape,2
2025-01-05,area,Cultural,1
2025-01-05,area,Entertainment,1
2025-01-05,area,Hotel,1
2025-01-05,area,Natural,2
2025-01-05,area,Religious,2
2025-01-05,area,Transit,2
2025-01-05,area,area,4
2025-01-06,Cityscape,Cityscape,4
2025-01-06,Cityscape,Cultural,2
2025-01-06,Cityscape,Dining,2
2025-01-06,Cityscape,Entertainment,15
2025-01-06,Cityscape,Natural,5
2025-01-06,Cityscape,Outdoor,3
2025-01-06,Cityscape,Religious,3
2025-01-06,Cityscape,Shopping,1
2025-01-06,Cityscape,Transit,1
2025-01-06,Cityscape,area,1
2025-01-06,Cultural,Cultural,4
2025-01-06,Cultural,Dining,1
2025-01-06,Cultural,Entertainment,2
2025-01-06,Cultural,Natural,3
2025-01-06,Cultural,Shopping,1
2025-01-06,Cultural,area,1
2025-01-06,Dining,Cultural,1
2025-01-06,Dining,Dining,5
2025-01-06,Dining,Religious,1
2025-01-06,Dining,Shopping,1
2025-01-06,Dining,Transit,1
2025-01-06,Dining,area,3
2025-01-06,Entertainment,Cityscape,16
2025-01-06,Entertainment,Cultural,2
2025-01-06,Entertainment,Dining,1
2025-01-06,Entertainment,Entertainment,17
2025-01-06,Entertainment,Natural,1
2025-01-06,Entertainment,Religious,2
2025-01-06,Entertainment,Shopping,2
2025-01-06,Entertainment,Transit,2
2025-01-06,Entertainment,area,3
2025-01-06,Hotel,Entertainment,1
2025-01-06,Natural,Cityscape,1
2025-01-06,Natural,Cultural,2
2025-01-06,Natural,Dining,1
2025-01-06,Natural,Entertainment,2
2025-01-06,Natural,Natural,1
2025-01-06,Natural,Outdoor,1
2025-01-06,Natural,Religious,3
2025-01-06,Natural,Shopping,1
2025-01-06,Natural,area,3
2025-01-06,Outdoor,Religious,1
2025-01-06,Religious,Cityscape,2
2025-01-06,Religious,Dining,2
2025-01-06,Religious,Entertainment,1
2025-01-06,Religious,Natural,6
2025-01-06,Religious,Religious,3
2025-01-06,Religious,Shopping,2
2025-01-06,Religious,area,1
2025-01-06,Shopping,Cityscape,1
2025-01-06,Shopping,Dining,1
2025-01-06,Shopping,Entertainment,4
2025-01-06,Shopping,Shopping,5
2025-01-06,Shopping,Transit,1
2025-01-06,Shopping,area,2
2025-01-06,Transit,Cityscape,4
2025-01-06,Transit,Entertainment,3
2025-01-06,Transit,Shopping,1
2025-01-06,area,Cityscape,2
2025-01-06,area,Cultural,1
2025-01-06,area,Dining,3
2025-01-06,area,Entertainment,3
2025-01-06,area,Natural,1
2025-01-06,area,Religious,3
2025-01-06,area,area,1
2025-01-07,Cityscape,Cityscape,5
2025-01-07,Cityscape,Cultural,2
2025-01-07,Cityscape,Dining,1
2025-01-07,Cityscape,Entertainment,4
2025-01-07,Cityscape,Hotel,1
2025-01-07,Cityscape,Natural,1
2025-01-07,Cityscape,Shopping,1
2025-01-07,Cityscape,Transit,2
2025-01-07,Cityscape,area,4
2025-01-07,Cultural,Cityscape,2
2025-01-07,Cultural,Cultural,4
2025-01-07,Cultural,Entertainment,3
2025-01-07,Cultural,Hotel,1
2025-01-07,Cultural,Natural,1
2025-01-07,Cultural,Religious,1
2025-01-07,Cultural,area,2
2025-01-07,Dining,Dining,5
2025-01-07,Dining,Shopping,1
2025-01-07,Dining,area,3
2025-01-07,Entertainment,Cityscape,7
2025-01-07,Entertainment,Cultural,5
2025-01-07,Entertainment,Entertainment,18
2025-01-07,Entertainment,Hotel,5
2025-01-07,Entertainment,Natural,1
2025-01-07,Entertainment,Outdoor,1
2025-01-07,Entertainment,Religious,5
2025-01-07,Entertainment,Shopping,2
2025-01-07,Entertainment,Transit,2
2025-01-07,Entertainment,area,2
2025-01-07,Hotel,Dining,1
2025-01-07,Hotel,Entertainment,3
2025-01-07,Natural,Cityscape,1
2025-01-07,Natural,Cultural,1
2025-01-07,Natural,Entertainment,3
2025-01-07,Natural,Outdoor,2
2025-01-07,Natural,Religious,5
2025-01-07,Natural,area,2
2025-01-07,Outdoor,Entertainment,2
2025-01-07,Outdoor,Natural,1
2025-01-07,Outdoor,Religious,2
2025-01-07,Religious,Cultural,2
2025-01-07,Religious,Entertainment,3
2025-01-07,Religious,Natural,7
2025-01-07,Religious,Outdoor,1
2025-01-07,Religious,area,3
2025-01-07,Shopping,Cultural,2
2025-01-07,Shopping,Entertainment,1
2025-01-07,Shopping,Religious,1
2025-01-07,Transit,Cityscape,4
2025-01-07,Transit,Entertainment,7
2025-01-07,Transit,Shopping,2
2025-01-07,Transit,Transit,2
2025-01-07,Transit,area,1
2025-01-07,area,Cityscape,5
2025-01-07,area,Cultural,2
2025-01-07,area,Dining,2
2025-01-07,area,Entertainment,4
2025-01-07,area,Natural,4
2025-01-07,area,Outdoor,1
2025-01-07,area,Religious,1
2025-01-07,area,Shopping,1
2025-01-07,area,Transit,1
2025-01-07,area,area,8
2025-01-08,Cityscape,Cityscape,2
2025-01-08,Cityscape,Cultural,3
2025-01-08,Cityscape,Dining,2
2025-01-08,Cityscape,Entertainment,8
2025-01-08,Cityscape,Hotel,1
2025-01-08,Cityscape,Natural,3
2025-01-08,Cityscape,Religious,1
2025-01-08,Cityscape,Shopping,3
2025-01-08,Cityscape,Transit,8
2025-01-08,Cityscape,area,5
2025-01-08,Cultural,Cityscape,1
2025-01-08,Cultural,Cultural,6
2025-01-08,Cultural,Dining,1
2025-01-08,Cultural,Entertainment,3
2025-01-08,Cultural,Religious,4
2025-01-08,Dining,Cityscape,1
2025-01-08,Dining,Dining,12
2025-01-08,Dining,Entertainment,1
2025-01-08,Dining,Natural,1
2025-01-08,Dining,Religious,1
2025-01-08,Dining,area,3
2025-01-08,Entertainment,Cityscape,8
2025-01-08,Entertainment,Cultural,4
2025-01-08,Entertainment,Dining,1
2025-01-08,Entertainment,Entertainment,30
2025-01-08,Entertainment,Hotel,5
2025-01-08,Entertainment,Natural,2
2025-01-08,Entertainment,Outdoor,1
2025-01-08,Entertainment,Religious,3
2025-01-08,Entertainment,Shopping,1
2025-01-08,Entertainment,Transit,3
2025-01-08,Entertainment,area,2
2025-01-08,Hotel,Cityscape,2
2025-01-08,Hotel,Cultural,1
2025-01-08,Hotel,Entertainment,3
2025-01-08,Hotel,Religious,1
2025-01-08,Natural,Cultural,1
2025-01-08,Natural,Entertainment,1
2025-01-08,Natural,Natural,1
2025-01-08,Natural,Religious,4
2025-01-08,Natural,Transit,4
2025-01-08,Outdoor,Entertainment,1
2025-01-08,Religious,Cityscape,1
2025-01-08,Religious,Entertainment,2
2025-01-08,Religious,Natural,4
2025-01-08,Religious,Religious,5
2025-01-08,Religious,Transit,1
2025-01-08,Religious,area,3
2025-01-08,Shopping,Cultural,1
2025-01-08,Shopping,Entertainment,2
2025-01-08,Shopping,Natural,1
2025-01-08,Shopping,Outdoor,1
2025-01-08,Shopping,Transit,1
2025-01-08,Transit,Cityscape,10
2025-01-08,Transit,Cultural,1
2025-01-08,Transit,Entertainment,3
2025-01-08,Transit,Hotel,2
2025-01-08,Transit,area,2
2025-01-08,area,Cityscape,3
2025-01-08,area,Cultural,1
2025-01-08,area,Entertainment,3
2025-01-08,area,Hotel,1
2025-01-08,area,Natural,3
2025-01-08,area,Shopping,2
2025-01-08,area,area,6
2025-01-09,Cityscape,Cityscape,4
2025-01-09,Cityscape,Cultural,2
2025-01-09,Cityscape,Dining,2
2025-01-09,Cityscape,Entertainment,11
2025-01-09,Cityscape,Natural,2
2025-01-09,Cityscape,Outdoor,1
2025-01-09,Cityscape,Shopping,2
2025-01-09,Cityscape,Transit,4
2025-01-09,Cultural,Cityscape,3
2025-01-09,Cultural,Cultural,2
2025-01-09,Cultural,Entertainment,1
2025-01-09,Cultural,Natural,2
2025-01-09,Cultural,area,3
2025-01-09,Dining,Cityscape,1
2025-01-09,Dining,Dining,1
2025-01-09,Dining,Entertainment,2
2025-01-09,Dining,Religious,1
2025-01-09,Dining,area,3
2025-01-09,Entertainment,Cityscape,9
2025-01-09,Entertainment,Cultural,2
2025-01-09,Entertainment,Dining,3
2025-01-09,Entertainment,Entertainment,7
2025-01-09,Entertainment,Hotel,6
2025-01-09,Entertainment,Natural,1
2025-01-09,Entertainment,Religious,3
2025-01-09,Entertainment,Shopping,1
2025-01-09,Entertainment,Transit,6
2025-01-09,Entertainment,area,1
2025-01-09,Hotel,Cultural,1
2025-01-09,Hotel,Entertainment,5
2025-01-09,Hotel,Shopping,1
2025-01-09,Natural,Cityscape,2
2025-01-09,Natural,Religious,3
2025-01-09,Natural,Transit,1
2025-01-09,Natural,area,4
2025-01-09,Outdoor,Natural,2
2025-01-09,Religious,Cityscape,1
2025-01-09,Religious,Entertainment,1
2025-01-09,Religious,Natural,2
2025-01-09,Religious,Religious,1
2025-01-09,Religious,Shopping,1
2025-01-09,Religious,area,2
2025-01-09,Shopping,Cityscape,1
2025-01-09,Shopping,Cultural,2
2025-01-09,Shopping,Entertainment,2
2025-01-09,Shopping,Transit,1
2025-01-09,Transit,Cityscape,3
2025-01-09,Transit,Cultural,1
2025-01-09,Transit,Entertainment,3
2025-01-09,Transit,Hotel,2
2025-01-09,Transit,Natural,1
2025-01-09,Transit,area,3
2025-01-09,area,Cultural,1
2025-01-09,area,Dining,2
2025-01-09,area,Entertainment,4
2025-01-09,area,Hotel,1
2025-01-09,area,Natural,5
2025-01-09,area,Religious,1
2025-01-09,area,Shopping,1
2025-01-09,area,area,2
2025-01-10,Cityscape,Cityscape,11
2025-01-10,Cityscape,Cultural,4
2025-01-10,Cityscape,Entertainment,14
2025-01-10,Cityscape,Hotel,1
2025-01-10,Cityscape,Natural,3
2025-01-10,Cityscape,Shopping,3
2025-01-10,Cityscape,Transit,5
2025-01-10,Cityscape,area,3
2025-01-10,Cultural,Cityscape,2
2025-01-10,Cultural,Entertainment,1
2025-01-10,Cultural,Religious,1
2025-01-10,Cultural,Shopping,1
2025-01-10,Cultural,area,1
2025-01-10,Dining,Cityscape,2
2025-01-10,Dining,Dining,3
2025-01-10,Dining,Entertainment,2
2025-01-10,Dining,Shopping,1
2025-01-10,Dining,Transit,2
2025-01-10,Dining,area,1
